# space PC R/W bits address value region; hex values. ROM reads omitted unless --trace-all
A 00043e W16 a00000 0ac0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0abf palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0abe palette_registers
A 000440 W16 a00002 3a06 palette_registers
A 00043e W16 a00000 0abd palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0abc palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0abb palette_registers
A 000440 W16 a00002 7b16 palette_registers
A 00043e W16 a00000 0aba palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0ab9 palette_registers
A 000440 W16 a00002 7a92 palette_registers
A 00043e W16 a00000 0ab8 palette_registers
A 000440 W16 a00002 01d2 palette_registers
A 00043e W16 a00000 0ab7 palette_registers
A 000440 W16 a00002 2258 palette_registers
A 00043e W16 a00000 0ab6 palette_registers
A 000440 W16 a00002 3adc palette_registers
A 00043e W16 a00000 0ab5 palette_registers
A 000440 W16 a00002 4210 palette_registers
A 00043e W16 a00000 0ab4 palette_registers
A 000440 W16 a00002 4a52 palette_registers
A 00043e W16 a00000 0ab3 palette_registers
A 000440 W16 a00002 6318 palette_registers
A 00043e W16 a00000 0ab2 palette_registers
A 000440 W16 a00002 739c palette_registers
A 00043e W16 a00000 0ab1 palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 0ab0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0aaf palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0aae palette_registers
A 000440 W16 a00002 3a06 palette_registers
A 00043e W16 a00000 0aad palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0aac palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0aab palette_registers
A 000440 W16 a00002 7b16 palette_registers
A 00043e W16 a00000 0aaa palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0aa9 palette_registers
A 000440 W16 a00002 7a92 palette_registers
A 00043e W16 a00000 0aa8 palette_registers
A 000440 W16 a00002 024e palette_registers
A 00043e W16 a00000 0aa7 palette_registers
A 000440 W16 a00002 2314 palette_registers
A 00043e W16 a00000 0aa6 palette_registers
A 000440 W16 a00002 3bd6 palette_registers
A 00043e W16 a00000 0aa5 palette_registers
A 000440 W16 a00002 29d2 palette_registers
A 00043e W16 a00000 0aa4 palette_registers
A 000440 W16 a00002 2a16 palette_registers
A 00043e W16 a00000 0aa3 palette_registers
A 000440 W16 a00002 3258 palette_registers
A 00043e W16 a00000 0aa2 palette_registers
A 000440 W16 a00002 3a9c palette_registers
A 00043e W16 a00000 0aa1 palette_registers
A 000440 W16 a00002 631e palette_registers
A 00043e W16 a00000 0aa0 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a9f palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0a9e palette_registers
A 000440 W16 a00002 3a06 palette_registers
A 00043e W16 a00000 0a9d palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0a9c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a9b palette_registers
A 000440 W16 a00002 7b16 palette_registers
A 00043e W16 a00000 0a9a palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0a99 palette_registers
A 000440 W16 a00002 7a92 palette_registers
A 00043e W16 a00000 0a98 palette_registers
A 000440 W16 a00002 220a palette_registers
A 00043e W16 a00000 0a97 palette_registers
A 000440 W16 a00002 228a palette_registers
A 00043e W16 a00000 0a96 palette_registers
A 000440 W16 a00002 4392 palette_registers
A 00043e W16 a00000 0a95 palette_registers
A 000440 W16 a00002 4210 palette_registers
A 00043e W16 a00000 0a94 palette_registers
A 000440 W16 a00002 4a52 palette_registers
A 00043e W16 a00000 0a93 palette_registers
A 000440 W16 a00002 6318 palette_registers
A 00043e W16 a00000 0a92 palette_registers
A 000440 W16 a00002 739c palette_registers
A 00043e W16 a00000 0a91 palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 0a90 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a8f palette_registers
A 000440 W16 a00002 2946 palette_registers
A 00043e W16 a00000 0a8e palette_registers
A 000440 W16 a00002 3a06 palette_registers
A 00043e W16 a00000 0a8d palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0a8c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a8b palette_registers
A 000440 W16 a00002 7b98 palette_registers
A 00043e W16 a00000 0a8a palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0a89 palette_registers
A 000440 W16 a00002 7a92 palette_registers
A 00043e W16 a00000 0a88 palette_registers
A 000440 W16 a00002 220a palette_registers
A 00043e W16 a00000 0a87 palette_registers
A 000440 W16 a00002 228a palette_registers
A 00043e W16 a00000 0a86 palette_registers
A 000440 W16 a00002 4392 palette_registers
A 00043e W16 a00000 0a85 palette_registers
A 000440 W16 a00002 218e palette_registers
A 00043e W16 a00000 0a84 palette_registers
A 000440 W16 a00002 29d2 palette_registers
A 00043e W16 a00000 0a83 palette_registers
A 000440 W16 a00002 3a98 palette_registers
A 00043e W16 a00000 0a82 palette_registers
A 000440 W16 a00002 535e palette_registers
A 00043e W16 a00000 0a81 palette_registers
A 000440 W16 a00002 63de palette_registers
A 00043e W16 a00000 0a80 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a7f palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0a7e palette_registers
A 000440 W16 a00002 3a06 palette_registers
A 00043e W16 a00000 0a7d palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0a7c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a7b palette_registers
A 000440 W16 a00002 7b5e palette_registers
A 00043e W16 a00000 0a7a palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0a79 palette_registers
A 000440 W16 a00002 7ad8 palette_registers
A 00043e W16 a00000 0a78 palette_registers
A 000440 W16 a00002 014e palette_registers
A 00043e W16 a00000 0a77 palette_registers
A 000440 W16 a00002 21d4 palette_registers
A 00043e W16 a00000 0a76 palette_registers
A 000440 W16 a00002 3a98 palette_registers
A 00043e W16 a00000 0a75 palette_registers
A 000440 W16 a00002 3188 palette_registers
A 00043e W16 a00000 0a74 palette_registers
A 000440 W16 a00002 31ce palette_registers
A 00043e W16 a00000 0a73 palette_registers
A 000440 W16 a00002 4a94 palette_registers
A 00043e W16 a00000 0a72 palette_registers
A 000440 W16 a00002 5318 palette_registers
A 00043e W16 a00000 0a71 palette_registers
A 000440 W16 a00002 6bde palette_registers
A 00043e W16 a00000 0a70 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a6f palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0a6e palette_registers
A 000440 W16 a00002 3a06 palette_registers
A 00043e W16 a00000 0a6d palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0a6c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a6b palette_registers
A 000440 W16 a00002 7b5e palette_registers
A 00043e W16 a00000 0a6a palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0a69 palette_registers
A 000440 W16 a00002 7ad8 palette_registers
A 00043e W16 a00000 0a68 palette_registers
A 000440 W16 a00002 014e palette_registers
A 00043e W16 a00000 0a67 palette_registers
A 000440 W16 a00002 21d4 palette_registers
A 00043e W16 a00000 0a66 palette_registers
A 000440 W16 a00002 3a98 palette_registers
A 00043e W16 a00000 0a65 palette_registers
A 000440 W16 a00002 3212 palette_registers
A 00043e W16 a00000 0a64 palette_registers
A 000440 W16 a00002 3254 palette_registers
A 00043e W16 a00000 0a63 palette_registers
A 000440 W16 a00002 42d6 palette_registers
A 00043e W16 a00000 0a62 palette_registers
A 000440 W16 a00002 539c palette_registers
A 00043e W16 a00000 0a61 palette_registers
A 000440 W16 a00002 6bde palette_registers
A 00043e W16 a00000 0a60 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a5f palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0a5e palette_registers
A 000440 W16 a00002 3a46 palette_registers
A 00043e W16 a00000 0a5d palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0a5c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a5b palette_registers
A 000440 W16 a00002 7b16 palette_registers
A 00043e W16 a00000 0a5a palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0a59 palette_registers
A 000440 W16 a00002 7a92 palette_registers
A 00043e W16 a00000 0a58 palette_registers
A 000440 W16 a00002 0194 palette_registers
A 00043e W16 a00000 0a57 palette_registers
A 000440 W16 a00002 21d6 palette_registers
A 00043e W16 a00000 0a56 palette_registers
A 000440 W16 a00002 3a98 palette_registers
A 00043e W16 a00000 0a55 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 0a54 palette_registers
A 000440 W16 a00002 4a52 palette_registers
A 00043e W16 a00000 0a53 palette_registers
A 000440 W16 a00002 5ad6 palette_registers
A 00043e W16 a00000 0a52 palette_registers
A 000440 W16 a00002 6b5a palette_registers
A 00043e W16 a00000 0a51 palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 0a50 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a4f palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0a4e palette_registers
A 000440 W16 a00002 3a46 palette_registers
A 00043e W16 a00000 0a4d palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0a4c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a4b palette_registers
A 000440 W16 a00002 7b16 palette_registers
A 00043e W16 a00000 0a4a palette_registers
A 000440 W16 a00002 5940 palette_registers
A 00043e W16 a00000 0a49 palette_registers
A 000440 W16 a00002 7a92 palette_registers
A 00043e W16 a00000 0a48 palette_registers
A 000440 W16 a00002 0194 palette_registers
A 00043e W16 a00000 0a47 palette_registers
A 000440 W16 a00002 21d6 palette_registers
A 00043e W16 a00000 0a46 palette_registers
A 000440 W16 a00002 3a98 palette_registers
A 00043e W16 a00000 0a45 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 0a44 palette_registers
A 000440 W16 a00002 4210 palette_registers
A 00043e W16 a00000 0a43 palette_registers
A 000440 W16 a00002 5294 palette_registers
A 00043e W16 a00000 0a42 palette_registers
A 000440 W16 a00002 6318 palette_registers
A 00043e W16 a00000 0a41 palette_registers
A 000440 W16 a00002 739c palette_registers
A 00043e W16 a00000 0a40 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a3f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a3e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a3d palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a3c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a3b palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a3a palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a39 palette_registers
A 000440 W16 a00002 014e palette_registers
A 00043e W16 a00000 0a38 palette_registers
A 000440 W16 a00002 1190 palette_registers
A 00043e W16 a00000 0a37 palette_registers
A 000440 W16 a00002 19d2 palette_registers
A 00043e W16 a00000 0a36 palette_registers
A 000440 W16 a00002 2214 palette_registers
A 00043e W16 a00000 0a35 palette_registers
A 000440 W16 a00002 2a56 palette_registers
A 00043e W16 a00000 0a34 palette_registers
A 000440 W16 a00002 3298 palette_registers
A 00043e W16 a00000 0a33 palette_registers
A 000440 W16 a00002 3ada palette_registers
A 00043e W16 a00000 0a32 palette_registers
A 000440 W16 a00002 431c palette_registers
A 00043e W16 a00000 0a31 palette_registers
A 000440 W16 a00002 4b5e palette_registers
A 00043e W16 a00000 0a30 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a2f palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a2e palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a2d palette_registers
A 000440 W16 a00002 6a0c palette_registers
A 00043e W16 a00000 0a2c palette_registers
A 000440 W16 a00002 5988 palette_registers
A 00043e W16 a00000 0a2b palette_registers
A 000440 W16 a00002 61ca palette_registers
A 00043e W16 a00000 0a2a palette_registers
A 000440 W16 a00002 4100 palette_registers
A 00043e W16 a00000 0a29 palette_registers
A 000440 W16 a00002 4944 palette_registers
A 00043e W16 a00000 0a28 palette_registers
A 000440 W16 a00002 5186 palette_registers
A 00043e W16 a00000 0a27 palette_registers
A 000440 W16 a00002 59c8 palette_registers
A 00043e W16 a00000 0a26 palette_registers
A 000440 W16 a00002 620a palette_registers
A 00043e W16 a00000 0a25 palette_registers
A 000440 W16 a00002 6a4c palette_registers
A 00043e W16 a00000 0a24 palette_registers
A 000440 W16 a00002 728e palette_registers
A 00043e W16 a00000 0a23 palette_registers
A 000440 W16 a00002 7ad0 palette_registers
A 00043e W16 a00000 0a22 palette_registers
A 000440 W16 a00002 7b54 palette_registers
A 00043e W16 a00000 0a21 palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 0a20 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a1f palette_registers
A 000440 W16 a00002 2944 palette_registers
A 00043e W16 a00000 0a1e palette_registers
A 000440 W16 a00002 2a0e palette_registers
A 00043e W16 a00000 0a1d palette_registers
A 000440 W16 a00002 311e palette_registers
A 00043e W16 a00000 0a1c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a1b palette_registers
A 000440 W16 a00002 4a10 palette_registers
A 00043e W16 a00000 0a1a palette_registers
A 000440 W16 a00002 4210 palette_registers
A 00043e W16 a00000 0a19 palette_registers
A 000440 W16 a00002 6b5a palette_registers
A 00043e W16 a00000 0a18 palette_registers
A 000440 W16 a00002 2900 palette_registers
A 00043e W16 a00000 0a17 palette_registers
A 000440 W16 a00002 3946 palette_registers
A 00043e W16 a00000 0a16 palette_registers
A 000440 W16 a00002 4988 palette_registers
A 00043e W16 a00000 0a15 palette_registers
A 000440 W16 a00002 294a palette_registers
A 00043e W16 a00000 0a14 palette_registers
A 000440 W16 a00002 39d0 palette_registers
A 00043e W16 a00000 0a13 palette_registers
A 000440 W16 a00002 4a54 palette_registers
A 00043e W16 a00000 0a12 palette_registers
A 000440 W16 a00002 631a palette_registers
A 00043e W16 a00000 0a11 palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 0a10 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a0f palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0a0e palette_registers
A 000440 W16 a00002 3a0a palette_registers
A 00043e W16 a00000 0a0d palette_registers
A 000440 W16 a00002 3a90 palette_registers
A 00043e W16 a00000 0a0c palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 0a0b palette_registers
A 000440 W16 a00002 4a10 palette_registers
A 00043e W16 a00000 0a0a palette_registers
A 000440 W16 a00002 3a14 palette_registers
A 00043e W16 a00000 0a09 palette_registers
A 000440 W16 a00002 5b1c palette_registers
A 00043e W16 a00000 0a08 palette_registers
A 000440 W16 a00002 2944 palette_registers
A 00043e W16 a00000 0a07 palette_registers
A 000440 W16 a00002 3186 palette_registers
A 00043e W16 a00000 0a06 palette_registers
A 000440 W16 a00002 39c8 palette_registers
A 00043e W16 a00000 0a05 palette_registers
A 000440 W16 a00002 294a palette_registers
A 00043e W16 a00000 0a04 palette_registers
A 000440 W16 a00002 39ce palette_registers
A 00043e W16 a00000 0a03 palette_registers
A 000440 W16 a00002 5294 palette_registers
A 00043e W16 a00000 0a02 palette_registers
A 000440 W16 a00002 6b5a palette_registers
A 00043e W16 a00000 0a01 palette_registers
A 000440 W16 a00002 7bde palette_registers
A 00043e W16 a00000 0a00 palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 09ff palette_registers
A 000440 W16 a00002 2100 palette_registers
A 00043e W16 a00000 09fe palette_registers
A 000440 W16 a00002 31c6 palette_registers
A 00043e W16 a00000 09fd palette_registers
A 000440 W16 a00002 3a50 palette_registers
A 00043e W16 a00000 09fc palette_registers
A 000440 W16 a00002 0000 palette_registers
A 00043e W16 a00000 09fb palette_registers
A 000440 W16 a00002 41ce palette_registers
A 00043e W16 a00000 09fa palette_registers
A 000440 W16 a00002 210c palette_registers
A 00043e W16 a00000 09f9 palette_registers
A 000440 W16 a00002 3190 palette_registers
A 00043e W16 a00000 09f8 palette_registers
A 000440 W16 a00002 294c palette_registers
A 00043e W16 a00000 09f7 palette_registers
A 000440 W16 a00002 39d0 palette_registers
A 00043e W16 a00000 09f6 palette_registers
